epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.225311033454951,0.6263495706877498,1.3013812580387674,0.43030002479543766,0.001
2,0.6410902126208562,0.7782453455751084,0.47970670949221544,0.845425241755517,0.001
3,0.5185155059360357,0.8306341919578338,0.4058731049750007,0.8584676419538805,0.001
4,0.447592373254256,0.8611004845702627,0.38443256451951757,0.8720059509050335,0.001
5,0.4026442424462359,0.8794844002380345,1.2424114317862058,0.7259608232085296,0.001
6,0.3616129325419819,0.8935326872396497,0.45729500935268613,0.8530622365484751,0.001
7,0.33821142286323197,0.9001317691065205,0.2878929735781861,0.9080585172328292,0.001
8,0.3238965854939277,0.903989203434498,0.4724545256895845,0.8444334242499381,0.001
9,0.3031940975126782,0.9107476834140951,0.4894876372864428,0.8295561616662535,0.001
10,0.29815188657312197,0.9135318371163819,0.5214049681404108,0.8398710637242748,0.001
11,0.25321166762676933,0.9267618804726685,0.230094600473123,0.9285891395983139,0.0005
12,0.2430675165857738,0.9295566607158038,0.3946494502743982,0.8799900818249442,0.0005
13,0.2403808405440265,0.9297266853693785,0.47859561486484214,0.849243739151996,0.0005
14,0.23496906605771556,0.9312356541698547,0.49468433803758877,0.8600049590875279,0.0005
15,0.23092630049266813,0.932298308254697,0.31474839878265537,0.8901066203818497,0.0005
16,0.2282557089211411,0.9330634191957834,0.2311222296153645,0.9319117282420035,0.0005
17,0.2231093198517031,0.9343704837201394,0.18312332984637364,0.9432184478056038,0.0005
18,0.2179679781195968,0.9349761965484995,0.32635402279812914,0.8885693032482024,0.0005
19,0.21667394295371553,0.9356669217036471,0.25608086355885884,0.9219439623109348,0.0005
20,0.21255491694214898,0.9363151406954008,0.39891590842117663,0.8670468633771387,0.0005
21,0.19703905778323205,0.9417134234463997,0.18386106585454268,0.9437639474336722,0.00025
22,0.1919009547475081,0.9424679078466378,0.16322638700078151,0.948822216712125,0.00025
23,0.19140490022056678,0.9431798860834821,0.20686644749563976,0.9356310438879246,0.00025
24,0.1894076906526554,0.9428610898580294,0.16895247018724466,0.9477808083312671,0.00025
25,0.18594022720360506,0.9448482529966845,0.1575055295480944,0.9506074882221671,0.00025
26,0.1835734929829585,0.9449757714868656,0.16267235742412192,0.9486734440862882,0.00025
27,0.18338867252268048,0.9443381790359602,0.17758725874704195,0.9466898090751302,0.00025
28,0.17902361243281711,0.9460065459491627,0.16003084690405894,0.9512521696007935,0.00025
29,0.18179854580377688,0.9446676018022613,0.15892252128930592,0.9517976692288619,0.00025
30,0.17726323058701876,0.9463572217971606,0.16071051025461566,0.9502603520952145,0.00025
31,0.16945374248121645,0.9483443849358157,0.1524539202218933,0.9530870319861146,0.000125
32,0.1663560990453486,0.9494707982657485,0.1540940744178395,0.9521943962310935,0.000125
33,0.16626084231402025,0.949003230468418,0.1558985745462714,0.9525415323580462,0.000125
34,0.16381977691715655,0.949810847572898,0.15281932379319774,0.953582940738904,0.000125
35,0.16234612459837655,0.9497470883278075,0.1523777249419982,0.9530870319861146,0.000125
36,0.1627186033635645,0.9497258352461107,0.14777629280131713,0.9528886684849988,0.000125
37,0.16030811805293582,0.9510328997704667,0.1467527222225455,0.9540788494916935,0.000125
38,0.15797453650145835,0.9512029244240415,0.1482832084765749,0.9549218943714357,0.000125
39,0.15991071489335,0.9504165604012582,0.15354972570994166,0.9517976692288619,0.000125
40,0.158175836491978,0.9511072855564057,0.16045034898404828,0.9493181254649145,0.000125
41,0.1533670775566358,0.9518830230383406,0.14387942896183684,0.9556657575006199,6.25e-05
42,0.15123117970566982,0.9529881832865765,0.14140415357288638,0.955566575750062,6.25e-05
43,0.1511866329028008,0.9527331463062144,0.14116718168482426,0.9565088023803621,6.25e-05
44,0.15017206185272253,0.9537320411459662,0.14214939453038453,0.9559137118770147,6.25e-05
45,0.15133524162346923,0.9532857264303324,0.14025614010638882,0.9552194396231094,6.25e-05
46,0.14918022193562505,0.953349485675423,0.14735063040948168,0.955616166625341,6.25e-05
47,0.1497752940744443,0.9535407634106946,0.14119770024244288,0.9567567567567568,6.25e-05
48,0.148846706199872,0.9537320411459662,0.13865010557253307,0.9563600297545252,6.25e-05
49,0.147676197237317,0.954305874351781,0.14409784587336155,0.9568559385073147,6.25e-05
50,0.14622528900816806,0.9539658250446315,0.14130798943420217,0.957500619885941,6.25e-05
51,0.14641402303174292,0.9538489330952988,0.13995662138084014,0.9547731217455988,3.125e-05
52,0.1435043223013478,0.9547628156082631,0.13987111224043083,0.957500619885941,3.125e-05
53,0.14352637503910842,0.9547946952308085,0.13943428429101792,0.9568063476320358,3.125e-05
54,0.14296580256830416,0.9550497322111706,0.1378591646893634,0.9576493925117778,3.125e-05
55,0.1429898546493845,0.9551028649154127,0.14099680077392648,0.9576989833870568,3.125e-05
56,0.14328473982400639,0.9549115871801411,0.13675173179567704,0.9575998016364989,3.125e-05
57,0.14122361538552167,0.9557510839071666,0.13784193954447377,0.9575502107612199,3.125e-05
58,0.14078420279388432,0.9557829635297118,0.13782844250310955,0.9577981651376147,3.125e-05
59,0.1407337914783361,0.9549647198843833,0.138181330246988,0.9573022563848252,3.125e-05
60,0.14114838516181152,0.9557192042846213,0.13918699725534966,0.9573518472601041,3.125e-05
61,0.14065562700025386,0.9554960469268043,0.13681364977238583,0.9575998016364989,1.5625e-05
62,0.1397459532476187,0.9564099294397688,0.13598605013982906,0.9582444830151252,1.5625e-05
63,0.13984303159301484,0.9559423616424382,0.1356693590792834,0.9578477560128936,1.5625e-05
64,0.13863584780398147,0.9557510839071666,0.1380388784203138,0.9574014381353831,1.5625e-05
65,0.13981605397112504,0.9558467227748023,0.13605455996165228,0.9582444830151252,1.5625e-05
66,0.13817446461180324,0.9566012071750404,0.13483373556972408,0.9583436647656831,1.5625e-05
67,0.13862518520290568,0.9562930374904361,0.13469923046654694,0.9577485742623357,1.5625e-05
68,0.13901140425624384,0.9567818583694636,0.1344840481530015,0.9577485742623357,1.5625e-05
69,0.138840974196836,0.9560592535917708,0.13511737733451243,0.9577485742623357,1.5625e-05
70,0.13836686887638125,0.9560486270509224,0.13542334703765965,0.9581453012645673,1.5625e-05
71,0.13714883016970433,0.9564736886848593,0.13586148466169465,0.9585420282667989,7.8125e-06
72,0.1374528216988084,0.9567712318286151,0.1354064925518575,0.958442846516241,7.8125e-06
73,0.1372293606394156,0.956165519000255,0.13477442962801725,0.95849243739152,7.8125e-06
74,0.13694608802661334,0.9568349910737057,0.1349298361795078,0.9587403917679147,7.8125e-06
75,0.1368778977509229,0.9563036640312845,0.134538180552314,0.9581948921398463,7.8125e-06
76,0.13683210069464552,0.9562505313270424,0.1348115216561,0.9581453012645673,7.8125e-06
77,0.13686900199584529,0.9572387996259457,0.13507947407029208,0.9582940738904042,7.8125e-06
78,0.13569731960453307,0.9572600527076426,0.13488079987978066,0.9581453012645673,7.8125e-06
79,0.13790068330458108,0.956590580634192,0.13444183295643009,0.9580461195140094,7.8125e-06
80,0.13643358039261075,0.9567074725835246,0.1349784799269314,0.9582444830151252,7.8125e-06
81,0.13662941239803997,0.9568349910737057,0.1344617779360437,0.9581948921398463,3.90625e-06
82,0.13715199149545232,0.9565693275524951,0.1343259723882447,0.9581948921398463,3.90625e-06
83,0.13585394951588928,0.9567393522060699,0.13402811581610213,0.9582444830151252,3.90625e-06
84,0.13618692709714958,0.9571219076766131,0.13419350756107357,0.9580957103892884,3.90625e-06
