epoch,train_loss,train_acc,val_loss,val_acc,lr
1,1.3703142663081223,0.6013028139080167,0.9533272210995376,0.6440862881229854,0.001
2,0.7458737075156544,0.7324024483550114,0.6320671399385144,0.7898338705678155,0.001
3,0.6153446176187285,0.7876710873076596,0.45616400636457316,0.8568311430696752,0.001
4,0.5409510029544943,0.821846042676188,0.3866022948765914,0.883064716092239,0.001
5,0.47497838307407997,0.849379410014452,0.4194200347677638,0.8699231341433177,0.001
6,0.4333448977197989,0.8664562611578679,0.4930792950720016,0.8286635259112324,0.001
7,0.410087328621758,0.8739585989968546,0.3574800303385508,0.8886684849987603,0.001
8,0.3831732433501792,0.8842769701606733,0.47818663974324677,0.831886932804364,0.001
9,0.36148748785183865,0.8916517895094789,0.37942638608670665,0.8882221671212497,0.001
10,0.34935038405991753,0.8961999489926039,0.2567129059890763,0.9228365980659559,0.001
11,0.30504186090022073,0.9106626710873077,0.21938531169177816,0.934341681130672,0.0005
12,0.2918337646171591,0.9144244665476494,0.22275870918503418,0.9311182742375403,0.0005
13,0.2849031923721814,0.9151895774887359,0.2119883398744565,0.9359781800148773,0.0005
14,0.27853734391609,0.9174211510669047,0.2268648062676317,0.9301760476072403,0.0005
15,0.2722409865178797,0.9184519255292017,0.22433782672279087,0.928539548723035,0.0005
16,0.27085853128938725,0.9198333758394968,0.2385379053417666,0.9245226878254401,0.0005
17,0.2626663370014078,0.9227875541953583,0.19760383130036185,0.9387056781552194,0.0005
18,0.2565627996029522,0.9236376774632322,0.27293490388835007,0.9029506570790975,0.0005
19,0.2553296407084071,0.923733316330868,0.19434188788651888,0.9401934044135879,0.0005
20,0.24822225342049825,0.926273059593641,0.19676282978548532,0.9394991321596826,0.0005
21,0.23079921652911362,0.9316394627220947,0.1986044234446784,0.940143813538309,0.00025
22,0.23028437182032352,0.9316182096403979,0.18027956838602469,0.9438135383089512,0.00025
23,0.22511852815687722,0.9330421661140865,0.18163085962063086,0.9441606744359038,0.00025
24,0.22375178790858619,0.9325108390716654,0.19114750305358336,0.9381601785271511,0.00025
25,0.22278550534890662,0.933180311145116,0.19060571177364016,0.9377634515249195,0.00025
26,0.21854289813348957,0.9343492306384426,0.18668596001991763,0.9428713116786511,0.00025
27,0.21896413707423046,0.9343279775567457,0.17369620805523575,0.9460947185717828,0.00025
28,0.21589737367586428,0.9358156932755249,0.16775372243388664,0.945846764195388,0.00025
29,0.2160598232722714,0.935613788999405,0.18200219247260166,0.9437639474336722,0.00025
30,0.21054505303782042,0.9373034089943042,0.16890047905671518,0.946838581700967,0.00025
31,0.20289752143211515,0.9388761370398708,0.16730703267393768,0.9467393999504091,0.000125
32,0.20060552501216344,0.9393968375414435,0.17144591976395915,0.9474832630795934,0.000125
33,0.19916201331000705,0.9399706707472584,0.1647065233166715,0.9465906273245723,0.000125
34,0.19675875920620256,0.9401513219416815,0.15887411508590035,0.9490205802132408,0.000125
35,0.19965843935508584,0.9404807447079827,0.16092597101370512,0.9474336722043144,0.000125
36,0.19654598368614756,0.9411502167814333,0.16417486017125138,0.9457475824448301,0.000125
37,0.19543913572400867,0.9412564821899175,0.16886286142111534,0.9460451276965038,0.000125
38,0.19422941616347053,0.9411289636997364,0.16072534780008102,0.9492685345896356,0.000125
39,0.1933120165242231,0.9416071580379155,0.1613582135078158,0.9481775353334987,0.000125
40,0.19123714697621444,0.9415221457111281,0.1574216303630588,0.9504091247210513,0.000125
41,0.18817587660976,0.9427548244495452,0.1560162192028124,0.949764443342425,6.25e-05
42,0.18565894268604502,0.9425210405508799,0.15453738657928062,0.9504091247210513,6.25e-05
43,0.18405786756475817,0.9441894074640823,0.15453534148450587,0.9512025787255145,6.25e-05
44,0.1855657991567538,0.943604947717419,0.15393238846123025,0.950706669972725,6.25e-05
45,0.18421547597999893,0.9440193828105076,0.16104923839489876,0.9508554425985619,6.25e-05
46,0.18337899302834304,0.9438387316160843,0.1526288348001846,0.951748078353583,6.25e-05
47,0.18352907244092315,0.9437112131259032,0.15589792620018403,0.9506570790974461,6.25e-05
48,0.18258156789628094,0.944359432117657,0.1550485110378224,0.9499628068435408,6.25e-05
49,0.181558672081884,0.9446463487205645,0.15118139669051572,0.9505578973468882,6.25e-05
50,0.18179075597379013,0.9444019382810508,0.15163654654057954,0.9515001239771882,6.25e-05
51,0.17930963202965136,0.9453051942531667,0.15024767434873387,0.9513017604760724,3.125e-05
52,0.1784321582054875,0.945337073875712,0.15065803684418,0.951698487478304,3.125e-05
53,0.17734484114199384,0.94568774972371,0.15220667817383937,0.9506074882221671,3.125e-05
53,0.1790349658115942,0.9453051942531667,0.15163076926431968,0.9514009422266303,3.125e-05
54,0.1788719354790712,0.9451139165178951,0.1502422369907578,0.9512521696007935,3.125e-05
55,0.17659159026983634,0.9458684009181332,0.15022627306677644,0.9522439871063725,3.125e-05
56,0.17844328649413632,0.94568774972371,0.15191088622020724,0.9513017604760724,3.125e-05
57,0.17681407237437005,0.9456983762645583,0.15117931021352043,0.9522439871063725,3.125e-05
58,0.1774032135242043,0.9453051942531667,0.15172050626504638,0.9515993057277461,3.125e-05
59,0.17586604197505865,0.9458790274589816,0.15105260288430122,0.9511529878502356,3.125e-05
60,0.17556668753137722,0.9465272464507354,0.15121127692273614,0.9525911232333251,3.125e-05
61,0.17410314119582698,0.9461128113576469,0.1506531666872846,0.9520952144805356,1.5625e-05
62,0.17338578406543054,0.9467291507268554,0.15061866195524654,0.9514009422266303,1.5625e-05
63,0.17405406002901874,0.9460596786534048,0.14901690725953,0.9517976692288619,1.5625e-05
64,0.17371465270691336,0.9473029839326702,0.1500514075071351,0.9523431688569304,1.5625e-05
65,0.17466652854323175,0.9464209810422511,0.1486487270232882,0.9520456236052567,1.5625e-05
66,0.17475577110357657,0.9466972711043101,0.14867302228108015,0.9521943962310935,1.5625e-05
67,0.17183879009975844,0.9471860919833376,0.14845049553397213,0.9526407141086041,1.5625e-05
68,0.17376717748355575,0.9470585734931565,0.14884356957694717,0.9519960327299777,1.5625e-05
69,0.17233875727284617,0.9468141630536427,0.14804702505059197,0.9539796677411356,1.5625e-05
70,0.1733146973557895,0.9466228853183711,0.1480068884828739,0.9522935779816514,1.5625e-05
71,0.17375303258891212,0.9471223327382471,0.14811612987286277,0.9527894867344409,7.8125e-06
72,0.17181465153734488,0.947345490096064,0.14860260823827923,0.9531366228613936,7.8125e-06
73,0.17275539534357265,0.9474730085862451,0.14799077081829567,0.9525911232333251,7.8125e-06
74,0.17440497702297827,0.9468991753804301,0.14735801488959166,0.9531862137366724,7.8125e-06
75,0.1709610643505817,0.9480787214146051,0.14792223064547108,0.9532853954872303,7.8125e-06
76,0.17201041888113403,0.947196718524186,0.14814576449049574,0.9530870319861146,7.8125e-06
77,0.17179822128240443,0.9475899005355777,0.1477907359504002,0.9529878502355567,7.8125e-06
78,0.17249101565943825,0.9468991753804301,0.1473706547550519,0.9529878502355567,7.8125e-06
79,0.17152767310025568,0.946994814248066,0.14876326887343913,0.9529382593602778,7.8125e-06
