epoch,train_loss,train_acc,val_loss,val_acc,lr
1,2.2744196967629464,0.5776162543568818,1.1758375448297396,0.6496900570295066,0.001
2,1.0450068103570898,0.703402618379665,0.9271254749473082,0.7336474088767667,0.0009998904513956854
3,0.861199968563277,0.785343874861855,0.7157439621157543,0.8583684602033226,0.00099956185363438
4,0.7757380553869977,0.8282432202669388,0.7678866397586674,0.8225638482519216,0.0009990143508499217
5,0.7133041977588491,0.8592195868400918,0.6313742913355639,0.8854946689809076,0.0009982481831951274
6,0.6762998194746407,0.8731934880557681,0.5834248793618779,0.908157698983387,0.0009972636867364526
7,0.641272493231857,0.8864979171979938,1.0210451397031524,0.7423754029258617,0.0009960612933065818
8,0.6164976970269588,0.897156337668962,0.5234184076139893,0.9230845524423507,0.0009946415303150127
9,0.6029931445678338,0.9023208365212956,0.5630144527701565,0.9068187453508555,0.0009930050205167172
10,0.5871948807669022,0.9079741562526567,0.6375626130639664,0.8766179023059757,0.00099115248173898
11,0.5735020631532994,0.9124904361132364,0.6160646109199098,0.8871311678651128,0.0009890847265665358
12,0.5653578151977965,0.9146476239054663,0.6478384239278122,0.8663525911232334,0.0009868026619851433
13,0.5571807007557334,0.9175061633936921,1.3095149523562188,0.6820233077113811,0.000984307288983751
14,0.5484923734801121,0.9204072090453116,0.6457670252346206,0.8732457227870072,0.0009815997021154301
15,0.5375595132195705,0.9240521125563207,1.3994538797151057,0.625142573766427,0.0009786810890172674
16,0.5315848416255706,0.9262305534302474,1.0281210043576348,0.6418546987354327,0.0009755527298894293
17,0.5299817799893527,0.9261774207260053,0.5935135416910071,0.8905529382593603,0.0009722159969336218
18,0.5206076361629759,0.9300561081356796,0.5047936360918202,0.9345896355070668,0.0009686723537511998
19,0.5183097533675812,0.9308743517810082,0.5257651910662444,0.9224398710637243,0.0009649233547011815
20,0.5138669957375228,0.9324045736631812,1.1310200579492147,0.6418546987354327,0.0009609706442184559
21,0.5081279016844342,0.9329465272464508,0.49992015262469447,0.9325068187453509,0.000956815956092479
22,0.5048029873177154,0.9347849188132279,1.7186384762187705,0.5753533349863625,0.0009524611127067767
23,0.5001668085869929,0.936495791889824,0.4692882623265761,0.9412844036697248,0.0009479080242395866
24,0.4965144823291295,0.9372396497492136,0.8212742575929918,0.7871559633027523,0.0009431586878259915
25,0.4922523695241125,0.9384723284876307,0.9756493213541478,0.7590379370195884,0.0009382151866819096
26,0.49041936048021895,0.9385573408144181,0.4510437058184657,0.9473344904537565,0.0009330796891903268
27,0.4856005643061267,0.9404063589220437,0.47612131303751287,0.9386560872799405,0.0009277544479501729
28,0.48256491094607235,0.9409908186687069,0.48262075308443386,0.9396479047855195,0.0009222417987882563
29,0.47965746010828414,0.9415965314970671,0.8263647362460518,0.7746094718571783,0.0009165441597346945
30,0.4792158380587835,0.9417771826914902,0.7174643344273793,0.8061492685345897,0.000910664029962285
31,0.4748455697274234,0.9439768766471138,0.6703951032706179,0.8297545251673693,0.000904603988690286
32,0.47271415103021996,0.944635722179716,0.9288772047644893,0.7401438135383089,0.0008983666940530858
33,0.46800973948842156,0.9458896539998299,0.5360606307046987,0.922737416315398,0.0008919548819342568
34,0.4665549672613701,0.9463465952563122,0.9746535862523747,0.6952640714108604,0.0008853713647665065
35,0.463775372724088,0.9473242370143671,0.46595400971453566,0.9459459459459459,0.0008786190302980521
36,0.4599674589159861,0.9481424806596956,0.7075680358309974,0.8708157698983388,0.0008717008403259583
37,0.4594009293161423,0.9483125053132704,1.8628756297601237,0.5614678899082569,0.0008646198293969948
38,0.4568534814854377,0.9489182181416306,1.577009399233401,0.5798661046367468,0.0008573791034765851
39,0.45298218395468187,0.9503740542378645,3.486457497287914,0.2581700967022068,0.000849981838586426
40,0.4509429887657941,0.9509372609028309,1.197619048945519,0.6755269030498389,0.0008424312794113799
