epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr
1,3.554662464204759,0.03756482189917538,4.130744374705816,0.0056037689065212,0.00940695421413788,0.001
2,2.600655846051352,0.06947632406698971,4.075447430670956,0.012248946193900323,0.0569937455491659,0.0009998904513956854
3,2.4292085256278995,0.10783813652979682,4.157666520861931,0.04373915199603273,0.07156427393252109,0.00099956185363438
4,2.3211579886279745,0.14488225792739948,3.9438381817687866,0.06471609223902802,0.15133959225048518,0.0009990143508499217
5,2.19706889426314,0.18907804131599082,3.810467952916973,0.10359533845772378,0.19323642890531026,0.0009982481831951274
6,2.089563664495768,0.293558190937686,4.1142383947521415,0.13880485990577734,0.14349971065082787,0.0009972636867364526
7,2.0296001974279494,0.374171129813823,3.6726907229500374,0.4159682618398215,0.2557457820795737,0.0009960612933065818
8,1.9731676515081267,0.42219246790784665,3.4195585663135963,0.5671212496900571,0.3403914196280244,0.0009946415303150127
9,1.9179115934881905,0.4581208025163649,3.735476723421959,0.4437887428713117,0.2669837479393576,0.0009930050205167172
10,1.862575020127725,0.49577063674232763,3.2905230041416886,0.7164393751549715,0.45038418741082165,0.00099115248173898
11,1.8418997283250633,0.5224007481084757,3.420417535095158,0.6194396231093479,0.33084361014997365,0.0009890847265665358
12,1.7945443455949788,0.5620696250956388,3.2989049436435374,0.7312670468633772,0.49678198674204155,0.0009868026619851433
13,1.7576990393891805,0.5828870186176995,3.2815072453704803,0.65990577733697,0.26318238544596007,0.000984307288983751
14,1.7383493349319674,0.608922043696336,3.5056455412130925,0.5641457971733201,0.3073046625010621,0.0009815997021154301
15,1.7081133215177893,0.6313440448865085,3.1559021377279715,0.802975452516737,0.42982219459985016,0.0009786810890172674
16,1.6687490048481881,0.6478895689875032,3.3376219610407665,0.6194892139846269,0.37873025206241334,0.0009755527298894293
17,1.6500378773040758,0.6603970075660971,3.044148940541092,0.835804611951401,0.5018273973013218,0.0009722159969336218
18,1.6393400060677523,0.6774419790869676,3.372060008206262,0.6552938259360278,0.35997797247717417,0.0009686723537511998
19,1.6270486012431804,0.6884829550284791,3.310278888591726,0.7116786511281924,0.39814348135342353,0.0009649233547011815
20,1.5999134178318906,0.7044652724645074,3.2572743981108605,0.7620629804116043,0.4440825716597019,0.0009609706442184559
21,1.5852195475363542,0.7040508373714188,4.119104337231149,0.40317381601785274,0.3224770437806716,0.000956815956092479
22,1.5914073678635015,0.7181310039955794,3.013712235925335,0.8603520952144805,0.4950594671453174,0.0009524611127067767
23,1.5426147073687193,0.7320305194253167,3.2356310057693283,0.6922886188941235,0.4531300878407138,0.0009479080242395866
24,1.5279065451228395,0.7468864235314121,2.9944300560864923,0.8205802132407637,0.4891022407127939,0.0009431586878259915
25,1.5116681665686293,0.7546437983507609,2.9775994313966243,0.8768658566823705,0.6012884862688841,0.0009382151866819096
26,1.4897053656322274,0.7606371673892715,2.994937694016562,0.8468137862633276,0.48751487973126695,0.0009330796891903268
27,1.4904093335074733,0.7630600187027119,3.2071612230400692,0.7887428713116786,0.4367815156817234,0.0009277544479501729
28,1.484751923558745,0.7692552920173426,3.2191622410345513,0.7623605256632779,0.40373148369726697,0.0009222417987882563
29,1.4718247803966376,0.7729533282325938,3.0691045688394576,0.8730473592858914,0.5331273312730888,0.0009165441597346945
30,1.4737558997448617,0.774366658165434,2.975648224173484,0.8701710885197124,0.5025973552737487,0.000910664029962285
31,1.4489711352293764,0.7810826319816373,3.141762633102572,0.7750061988594099,0.5355365835115605,0.000904603988690286
32,1.43236927573478,0.7914435093088498,2.963593884044092,0.8615422762211753,0.48377531359966836,0.0008983666940530858
33,1.412477777714248,0.7984251466462637,2.857556527606199,0.9129680138854451,0.5797063773817132,0.0008919548819342568
34,1.3950822009406283,0.8090091813312931,2.8475783974722955,0.8958591619142078,0.5553722326211252,0.0008853713647665065
35,1.3761384918263482,0.8129197483635127,2.88079449656936,0.8965534341681131,0.5706945709169254,0.0008786190302980521
36,1.3718599254537944,0.8192319136274759,3.011172285938334,0.857029506570791,0.5858866592491797,0.0008717008403259583
37,1.35985115727103,0.8236950607838136,2.9835583460529005,0.8648648648648649,0.49100002745549665,0.0008646198293969948
38,1.3378096598503815,0.8319625095638867,3.235535201132519,0.7310686833622614,0.5064872269067068,0.0008573791034765851
39,1.3243674247795694,0.8406868996004421,2.825216376240544,0.9037937019588396,0.5536856519016731,0.000849981838586426
40,1.316199502723614,0.8428547139335204,2.914728257462785,0.873444086288123,0.5638631495057043,0.0008424312794113799
