epoch,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr
1,5.447035465963659,0.5312314035535153,3.668985291837375,0.5738160178527151,0.06076695235694479,0.001
2,3.46517005092806,0.5808148431522571,3.7534407868209145,0.4306471609223903,0.13199617149608125,0.0009998904513956854
3,3.2821401634012,0.6409291847317861,3.214489370925888,0.7640466154227622,0.23025027954340885,0.00099956185363438
4,3.1107564999276276,0.717897220096914,3.0377814226814985,0.85896355070667,0.278895518227088,0.0009990143508499217
5,3.0269843415825646,0.7586606307914647,3.4094186977922782,0.684006942722539,0.17803150910089038,0.0009982481831951274
6,2.9755051527604617,0.7773845957663861,3.1166644831907355,0.8199851227374163,0.26699220898980003,0.0009972636867364526
7,2.934780592680444,0.7887975006375925,3.1446318275012777,0.7636498884205306,0.16977627516239324,0.0009960612933065818
8,2.8959326645979964,0.7977769276545099,2.984175543746078,0.8564840069427225,0.3149747534248387,0.0009946415303150127
9,2.8648327514345544,0.8048435773187113,2.9194964349284644,0.8921398462682867,0.3435774657807289,0.0009930050205167172
10,2.851620190242698,0.8119102269829125,2.9579304600424075,0.85802132407637,0.3128066880237881,0.00099115248173898
11,2.8307807061437704,0.8199332653234719,2.9104750716712853,0.8795933548227126,0.33245294393772756,0.0009890847265665358
12,2.811209758629475,0.8270849273144606,2.9056299652971704,0.8875278948673444,0.4102551912252377,0.0009868026619851433
13,2.8054694508772506,0.8283601122162714,2.838595194713726,0.9104884701214977,0.4350639916741297,0.000984307288983751
14,2.781712524422494,0.8350760860324747,2.8092258783359845,0.9271510042152245,0.42560102445505077,0.0009815997021154301
15,2.775959486946366,0.8380621440108815,3.0780416908377664,0.8045127696503843,0.3832800508912762,0.0009786810890172674
16,2.768035426671272,0.8441511519170279,2.8931491786068615,0.9067691544755765,0.4378032557808243,0.0009755527298894293
17,2.7560157014593365,0.851111536172745,2.8304139691903103,0.9252665509546244,0.46754801788792166,0.0009722159969336218
18,2.7382194218177087,0.8559466122587776,2.7864243011512446,0.9281924125960823,0.4452061912666571,0.0009686723537511998
19,2.7346945286080877,0.858295077786279,2.8816996692990418,0.893726754277213,0.48018607321948736,0.0009649233547011815
20,2.72427028411,0.861886848593046,2.8753307677012887,0.8971981155467394,0.44004645621260347,0.0009609706442184559
21,2.717666481583639,0.8641396752529117,2.977582010760545,0.8419538804859906,0.45936948172817565,0.000956815956092479
22,2.703108549320727,0.8671576128538638,2.802858587639107,0.9285891395983139,0.4870545313153398,0.0009524611127067767
23,2.697327398700515,0.8669875882002891,2.7887579347370224,0.9316637738656087,0.4874205388009305,0.0009479080242395866
24,2.7003879307950625,0.8679014707132534,2.8060212380768434,0.9153483758988347,0.4924303882900502,0.0009431586878259915
25,2.684582701733067,0.8722583524611068,2.8580453584190044,0.8998760228118027,0.49896204233312574,0.0009382151866819096
26,2.6718134522529255,0.8757651109410864,2.96705173409195,0.848251921646417,0.45819731995218915,0.0009330796891903268
27,2.67053991574916,0.8764877157187793,3.0653848914925113,0.8225638482519216,0.47331238289430316,0.0009277544479501729
28,2.6670072507383993,0.876232678738417,2.7774247938487657,0.9318125464914456,0.5138724966596943,0.0009222417987882563
29,2.6652729104066455,0.8759988948397518,3.0048153495126466,0.7802132407636995,0.43942725106669595,0.0009165441597346945
30,2.652805843554335,0.8763495706877498,2.900473806446018,0.8792958095710389,0.4811278522449726,0.000910664029962285
31,2.6435105223583952,0.8808127178440874,3.718779976894682,0.58065955864121,0.09592285671018976,0.000904603988690286
32,2.6385391468115227,0.8818222392246876,2.774907087221531,0.9365236796429457,0.5480382025867302,0.0008983666940530858
33,2.6322298718787858,0.8835118592195869,2.7379289653086643,0.9435655839325564,0.5355531937267244,0.0008919548819342568
34,2.6290059146412497,0.8832461956983763,2.730758457564551,0.9392511777832879,0.5795581958329699,0.0008853713647665065
35,2.6090829943167475,0.8919280795715379,2.744905430632728,0.9410364492933301,0.5599840023649517,0.0008786190302980521
36,2.597411008490436,0.893564566862195,2.7309034497100013,0.9436151748078354,0.5793968958522441,0.0008717008403259583
37,2.593008918724913,0.89811272634532,2.9193218551378464,0.8530622365484751,0.5541299565842297,0.0008646198293969948
38,2.5911844790331475,0.8982508713763496,2.7787905867567377,0.9312174559880982,0.6011387887108158,0.0008573791034765851
39,2.5790824471389135,0.8999511179120973,2.8803647576447253,0.8887180758740392,0.584368795581004,0.000849981838586426
40,2.567472347016948,0.9005355776587605,2.7352164174852436,0.9389040416563352,0.6107591829224053,0.0008424312794113799
41,2.56139693389506,0.9032878517385021,2.7197169592148196,0.9441110835606249,0.607038179494735,0.0008347307378762496
42,2.560077526917377,0.9019701606732976,2.7213611511329314,0.9378130424001984,0.6007791064816335,0.0008268835916930577
43,2.5540667757598414,0.9030328147581399,2.7133977674592553,0.9425737664269774,0.6171950536488963,0.0008188932828794705
44,2.5478661395371858,0.9049349655700076,2.8541310872565773,0.8790478551946442,0.5745738763311291,0.0008107633162490161
45,2.5398378822153487,0.907782878517385,2.7745311222743254,0.9228365980659559,0.6029026913222758,0.0008024972578737563
46,2.5346926958151723,0.9084523505908356,2.7007191529736283,0.9465906273245723,0.6324001192206904,0.0007940987335200903
47,2.5327675732728787,0.9076766131089008,2.6973006077035024,0.951698487478304,0.6362529584568994,0.0007855714270583738
48,2.526888768911909,0.9107689364957919,2.7633030048174567,0.9331515001239772,0.614340624621235,0.0007769190788470505
49,2.5220018205599732,0.9104926464337328,2.7178059951974713,0.9537813042400198,0.6376809121825929,0.0007681454840920089
50,2.519311060703177,0.9128411119612344,2.696794103500183,0.9456979915695513,0.6331453918169435,0.0007592544911818787
51,2.510127067221353,0.916974836351271,3.137279489889885,0.7750061988594099,0.5807199655568392,0.0007502500000000002
52,2.508607944643215,0.9179631046501743,2.7992850243705334,0.9129680138854451,0.6149717655237998,0.0007411359602138069
53,2.497768342935805,0.9224793845107541,2.7384330538700747,0.9441606744359038,0.6459680638243911,0.0007319163695423711
